Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,OnTimeDelivery
A,Flight,3,3,186,5,high,M,22,3761,1
D,Road,5,3,212,5,low,M,63,4096,0
D,Road,6,3,120,10,high,M,26,3047,1
F,Flight,5,4,128,8,low,M,0,4033,1
A,Road,7,5,181,10,low,F,65,7605,0
A,Road,5,1,86,2,medium,M,22,6877,0
D,Ship,6,3,77,4,low,M,28,7450,0
D,Flight,7,2,186,7,high,F,13,1889,1
D,Flight,5,4,84,2,low,F,59,2964,1
B,Ship,5,5,161,6,low,F,42,6004,1
C,Ship,7,3,289,5,low,M,4,1726,0
C,Ship,5,1,292,5,medium,F,32,3073,1
A,Ship,3,2,202,8,low,F,6,3480,0
B,Road,6,4,58,6,medium,M,44,4120,0
D,Road,6,1,238,8,low,M,9,1000,1
A,Ship,6,1,101,2,low,M,16,6614,0
B,Flight,5,4,274,10,low,F,5,2049,0
F,Flight,3,1,194,9,medium,F,54,3683,0
B,Flight,6,2,253,8,low,M,0,6793,1
A,Ship,4,2,58,3,low,F,10,5906,0
C,Road,6,1,103,7,medium,F,16,6213,0
D,Road,2,3,182,5,medium,M,56,4925,1
F,Road,4,1,240,4,low,F,38,3723,0
B,Road,6,3,173,9,low,F,15,6411,1
A,Flight,5,1,224,5,high,M,52,5976,1
A,Flight,6,5,267,4,medium,F,4,6313,0
D,Road,3,2,158,6,low,M,7,5653,1
A,Ship,3,1,196,10,low,F,57,2152,0
A,Road,6,2,276,4,medium,F,12,4971,1
D,Road,5,4,115,10,medium,F,2,7485,1
F,Ship,5,5,94,5,medium,F,26,2465,1
C,Road,5,3,120,5,medium,F,49,2497,0
C,Flight,6,4,250,3,medium,F,53,4042,1
B,Ship,6,5,263,9,low,M,55,4371,0
F,Ship,2,4,155,5,low,F,19,7599,0
B,Road,3,2,82,4,medium,F,12,4898,0
C,Flight,4,5,167,4,low,M,49,4210,1
D,Flight,4,4,129,2,high,M,26,5100,1
A,Flight,3,3,220,9,medium,F,17,3263,0
C,Road,7,5,137,6,high,M,27,6172,1
F,Road,2,5,249,6,low,M,57,843,1
C,Flight,3,4,143,5,high,M,31,533,1
F,Road,2,1,203,6,medium,M,6,2594,0
F,Flight,7,3,94,6,medium,M,14,5127,0
F,Road,2,3,289,10,medium,M,34,1360,1
B,Ship,5,4,84,7,low,F,51,1795,1
D,Ship,3,2,286,10,low,M,39,7643,0
C,Road,4,2,130,9,low,F,49,1957,1
D,Road,6,1,230,4,medium,F,26,6237,0
A,Flight,7,1,151,3,high,M,31,3964,0
C,Ship,7,4,59,7,low,F,11,2911,0
D,Flight,6,2,90,3,medium,F,59,1445,0
D,Road,3,3,163,4,medium,M,29,1191,1
A,Flight,6,2,175,4,high,M,23,7030,1
F,Flight,2,4,66,2,medium,M,3,4084,1
C,Road,6,2,176,6,medium,M,4,6058,1
C,Ship,2,5,120,9,high,F,3,1786,0
A,Flight,2,4,243,10,high,M,8,4818,1
F,Road,4,5,60,8,medium,M,50,6876,1
C,Flight,6,4,112,6,medium,F,39,3456,1
C,Road,4,3,291,9,high,F,52,1005,0
C,Road,6,4,244,10,medium,M,31,1323,1
F,Road,2,4,223,10,medium,F,48,2313,0
A,Ship,6,4,69,10,medium,M,4,1027,0
C,Ship,7,4,190,3,low,M,31,3849,0
D,Road,7,1,264,4,high,F,4,6905,1
F,Ship,4,5,66,3,low,M,64,616,0
B,Flight,5,4,270,6,low,M,24,1249,1
A,Ship,7,4,295,4,medium,M,26,6644,0
D,Ship,4,1,284,10,low,M,27,501,1
C,Flight,5,2,280,3,low,M,62,6079,1
B,Flight,3,1,209,6,high,F,35,4665,1
A,Flight,4,1,276,6,low,F,55,4789,1
F,Road,7,1,276,6,low,M,33,7704,0
B,Flight,7,4,147,2,low,M,20,6333,0
B,Flight,6,1,134,8,high,F,38,7684,0
D,Flight,5,1,65,3,low,M,36,4228,1
A,Road,7,1,72,3,low,F,41,505,0
D,Ship,6,4,188,10,low,M,35,1908,0
D,Road,5,3,173,2,low,M,65,1735,0
C,Ship,4,3,191,10,high,F,16,7429,1
F,Flight,4,2,244,7,high,M,53,4220,0
B,Road,6,4,120,6,medium,M,28,1043,1
A,Road,4,1,281,6,medium,M,24,1668,0
F,Ship,6,1,222,6,medium,F,20,7046,0
F,Road,2,1,292,7,low,M,18,4074,0
A,Road,5,3,252,8,low,F,28,4644,1
F,Ship,6,1,82,10,medium,F,2,4736,1
C,Road,5,1,260,3,medium,M,54,4084,1
F,Road,2,3,94,5,high,M,50,5472,0
C,Flight,5,1,231,6,low,F,38,4121,0
B,Flight,6,2,290,7,high,M,30,7391,0
B,Flight,4,5,282,8,high,M,34,537,1
D,Flight,5,2,100,4,medium,M,26,3095,1
C,Flight,5,4,164,4,low,F,25,7869,0
B,Road,7,2,173,10,medium,M,26,1110,0
F,Road,7,2,136,10,medium,F,12,3341,1
A,Flight,2,3,200,3,low,F,22,803,0
A,Ship,3,4,78,5,low,F,64,3412,1
C,Flight,4,2,55,5,low,F,21,667,0
D,Road,6,5,216,6,low,M,0,6331,0
F,Ship,2,2,182,3,medium,F,14,1706,0
C,Flight,6,1,145,5,high,M,52,2951,0
A,Ship,6,3,217,4,low,F,4,1776,0
C,Flight,5,1,139,7,medium,F,55,6645,1
F,Road,2,4,255,5,low,F,24,5107,0
B,Flight,2,4,131,2,low,M,61,4506,1
F,Ship,7,3,70,4,medium,M,42,3023,0
B,Road,4,2,108,9,medium,F,13,3920,0
B,Flight,3,4,266,4,high,F,51,1613,0
B,Flight,6,5,197,8,medium,F,26,4539,1
C,Flight,4,3,73,3,low,F,51,4689,0
A,Flight,7,1,180,6,low,F,0,7984,1
C,Road,4,5,135,8,medium,M,45,1383,0
A,Road,6,3,121,2,low,M,4,6061,1
F,Flight,5,5,159,2,low,F,61,5932,0
D,Road,5,3,106,9,medium,M,55,4660,1
F,Ship,6,1,159,3,low,M,63,1935,0
C,Road,7,2,142,5,medium,F,20,6225,1
C,Ship,7,3,120,4,low,M,65,6144,1
A,Ship,2,4,119,6,low,M,44,2268,0
C,Road,3,1,119,3,high,M,59,3492,0
B,Flight,5,1,125,7,medium,M,17,3208,1
C,Road,3,5,240,9,low,F,14,7216,1
A,Ship,4,4,263,6,medium,F,45,4040,1
A,Ship,4,5,96,8,low,M,32,6171,1
B,Road,6,1,267,6,low,M,10,3966,0
A,Ship,6,3,138,7,low,F,50,1102,0
D,Road,6,4,68,10,low,F,28,7864,0
F,Road,7,1,277,2,medium,M,7,2560,0
C,Flight,5,4,276,10,low,M,64,6847,1
D,Ship,3,3,190,4,low,F,29,1435,0
C,Road,4,2,266,4,low,F,52,3665,1
D,Ship,3,5,289,5,medium,F,5,5046,1
C,Road,5,5,94,9,low,M,44,2083,1
B,Road,3,1,209,2,medium,F,62,5578,0
A,Flight,3,1,207,5,low,F,0,5074,1
A,Road,7,3,134,8,low,M,8,1145,0
B,Flight,6,1,175,4,high,F,49,1854,0
D,Ship,7,1,219,8,low,M,51,6936,0
F,Flight,7,1,158,6,high,M,54,6306,1
D,Flight,3,4,281,10,low,F,15,7904,1
A,Ship,3,4,157,9,medium,F,2,4504,1
F,Flight,7,2,121,4,low,M,41,6042,1
C,Flight,3,4,282,5,medium,F,1,7014,0
F,Road,7,5,219,8,medium,M,59,1145,1
D,Flight,2,2,184,3,high,M,17,1157,0
B,Road,7,1,180,7,medium,F,60,5556,0
C,Flight,4,5,86,10,low,F,58,1733,1
D,Ship,4,2,52,10,medium,M,2,2046,0
C,Ship,3,2,195,7,medium,M,5,7901,1
F,Flight,7,5,292,7,low,M,12,2744,0
A,Road,7,2,173,7,low,F,14,6667,0
D,Flight,6,5,219,7,low,M,43,3637,1
B,Road,6,2,186,4,medium,F,7,1302,0
F,Flight,6,2,234,5,low,F,24,1749,0
D,Ship,7,2,201,7,high,M,32,861,1
B,Ship,7,5,56,2,medium,F,64,3061,0
D,Road,4,2,146,2,low,F,64,3815,0
F,Flight,5,4,266,8,medium,F,16,3199,1
D,Road,3,4,219,2,low,M,51,6901,1
C,Ship,4,4,147,6,high,F,14,1506,1
F,Road,6,4,151,9,low,F,50,6565,1
D,Flight,4,4,235,7,high,F,61,2326,0
A,Road,4,1,262,4,medium,F,59,4432,0
D,Flight,4,2,151,3,medium,M,55,7416,1
C,Flight,6,3,105,3,medium,F,29,2910,0
B,Ship,5,1,281,5,low,F,33,4711,0
B,Flight,2,5,235,10,medium,M,39,6750,0
B,Flight,3,1,195,10,medium,F,10,5166,1
A,Flight,3,3,216,2,high,M,28,4756,0
C,Road,4,1,99,6,medium,F,10,2729,0
F,Ship,5,2,210,10,high,F,0,5210,0
B,Road,6,4,77,5,medium,F,28,4882,0
C,Road,2,2,233,8,high,F,62,5126,1
D,Ship,2,1,74,7,high,M,58,4876,1
A,Road,4,3,191,5,medium,F,35,2142,0
C,Road,4,5,232,8,medium,M,14,1202,1
C,Flight,6,2,133,8,low,F,59,3990,0
F,Road,6,3,280,3,low,F,14,5160,1
C,Ship,7,5,261,8,high,F,33,6168,1
F,Road,6,4,184,10,high,F,61,7636,1
A,Flight,4,2,181,7,low,M,15,4126,1
A,Road,5,2,272,7,medium,F,22,6006,0
D,Ship,4,4,207,7,medium,M,32,6310,1
F,Flight,4,4,111,3,medium,M,31,3106,1
F,Road,2,1,234,7,low,F,15,1581,0
B,Ship,6,5,214,7,low,F,27,1757,1
B,Ship,3,3,232,10,high,M,13,2507,1
D,Road,6,4,297,3,low,F,20,630,1
A,Road,7,1,134,10,low,M,30,7226,1
B,Flight,5,5,114,6,medium,F,21,6976,0
C,Road,5,5,101,10,low,F,24,6898,0
A,Flight,6,2,52,3,low,F,45,6956,1
C,Road,6,1,126,6,low,M,41,2571,1
F,Ship,4,1,184,3,high,F,3,3161,0
A,Ship,3,2,119,6,low,F,32,2513,0
D,Ship,4,3,119,8,low,F,53,6456,1
F,Ship,2,4,211,8,medium,M,28,2698,1
F,Flight,2,2,145,8,medium,F,46,6492,0
C,Ship,5,4,65,6,low,M,55,7839,1
F,Flight,5,1,279,8,low,F,24,6441,0
B,Flight,3,2,185,7,low,M,57,4494,1
A,Flight,5,3,198,8,medium,F,47,1202,0
B,Road,7,4,170,6,low,F,50,622,1
C,Flight,2,4,60,3,low,F,14,4869,1
C,Road,3,4,99,10,high,M,45,7922,0
A,Flight,2,1,136,3,medium,M,53,4763,0
F,Road,6,4,55,4,low,F,53,7751,0
D,Road,6,5,159,10,medium,F,64,6969,0
C,Ship,3,4,192,3,low,M,61,7377,0
A,Flight,4,1,188,9,low,F,51,5861,0
D,Road,7,2,204,4,low,F,18,6256,0
F,Ship,7,4,256,7,medium,M,42,3129,1
C,Flight,5,4,222,10,low,M,5,869,1
A,Ship,3,2,215,4,low,F,9,4868,0
A,Road,7,5,53,10,low,M,42,3550,1
A,Ship,5,1,255,8,medium,F,54,3240,0
C,Ship,2,2,222,6,medium,F,8,6551,0
D,Flight,4,1,187,9,medium,F,64,1971,0
A,Road,5,2,170,7,high,M,50,2670,1
F,Flight,6,3,231,8,low,F,62,2800,1
A,Flight,6,5,206,4,low,F,55,7362,1
D,Ship,2,3,189,7,high,M,11,4391,1
C,Road,3,2,233,4,medium,M,45,3396,0
A,Flight,5,2,217,8,low,M,15,4620,0
A,Road,2,1,133,7,low,M,46,4127,1
F,Flight,6,2,214,9,medium,M,59,2001,0
F,Ship,6,1,243,9,medium,M,56,990,0
A,Flight,6,1,69,7,low,M,62,1051,0
A,Flight,4,2,61,3,high,M,29,3059,0
F,Flight,4,1,87,7,medium,F,4,5316,1
D,Road,6,5,207,2,low,F,14,3512,1
B,Ship,7,3,96,7,medium,M,30,543,0
B,Road,3,2,131,7,high,F,17,1955,0
A,Flight,4,1,291,7,low,F,42,4012,0
F,Ship,5,1,123,10,medium,F,10,6627,0
C,Road,4,1,248,5,low,F,50,6244,0
C,Flight,5,1,91,8,low,M,11,2845,0
B,Ship,4,5,54,4,low,M,55,1501,0
D,Ship,6,2,225,9,medium,M,18,4246,0
B,Flight,5,2,270,3,medium,M,0,1662,0
A,Ship,3,5,164,3,medium,F,13,2831,0
D,Ship,4,5,176,6,high,M,65,3743,0
C,Road,4,5,148,2,medium,F,37,6151,0
F,Ship,6,2,152,2,low,M,19,1651,1
F,Road,5,4,228,4,low,M,51,3957,1
A,Road,7,3,189,7,medium,F,22,3164,1
B,Road,6,5,187,7,medium,F,64,2068,1
A,Road,5,5,86,9,low,F,5,5271,0
F,Ship,4,2,174,8,low,M,16,3965,1
C,Ship,4,2,115,2,low,M,35,2479,1
F,Road,4,3,116,2,medium,F,61,2208,1
D,Ship,4,1,63,5,high,M,58,5702,1
F,Road,2,2,96,2,low,F,65,5421,1
F,Road,4,3,197,2,medium,F,52,3440,0
D,Road,4,2,158,2,medium,M,10,2894,0
B,Flight,7,2,162,4,low,M,9,1046,1
F,Ship,7,2,229,3,high,F,3,6218,0
A,Ship,5,4,117,9,high,M,18,4830,1
F,Road,4,4,164,8,low,M,53,5141,0
A,Ship,4,5,75,9,low,F,38,6779,1
D,Road,5,4,96,5,high,F,61,3253,0
F,Ship,4,3,256,10,low,F,41,3501,0
D,Road,4,2,122,6,high,M,28,6732,1
D,Road,6,4,52,8,low,M,43,5500,1
B,Flight,2,2,179,5,low,F,32,716,1
F,Road,5,1,280,2,low,M,41,5152,0
A,Flight,6,5,218,9,low,M,10,2384,1
A,Ship,7,4,295,10,low,M,58,7433,1
F,Ship,3,2,79,10,medium,F,14,746,0
B,Flight,3,1,214,9,low,F,2,1007,0
B,Ship,7,5,258,2,medium,M,27,4737,0
B,Flight,2,5,52,4,medium,F,52,5799,0
A,Ship,3,1,58,6,medium,M,41,7267,0
D,Flight,2,4,57,8,medium,F,14,1758,1
B,Flight,3,4,58,9,low,M,39,5155,1
A,Road,3,2,169,2,medium,F,33,5861,0
A,Ship,6,3,194,6,high,M,35,1766,1
D,Road,3,2,201,4,low,F,26,6310,1
F,Flight,7,2,249,8,low,M,13,7296,0
F,Road,2,2,294,7,low,M,2,2324,0
B,Flight,4,1,191,2,low,F,2,2422,0
B,Ship,4,5,231,3,low,M,65,1762,1
D,Ship,4,5,129,6,medium,F,59,3751,1
B,Ship,2,3,67,6,low,M,37,5911,0
D,Flight,2,4,290,2,medium,M,1,7718,1
A,Road,4,2,265,5,medium,M,65,5283,0
B,Ship,7,1,216,10,medium,F,11,2205,0
A,Flight,3,1,165,10,low,M,29,3987,1
C,Road,4,2,224,6,low,M,7,5079,0
D,Flight,5,1,76,8,low,F,19,3998,0
C,Flight,2,1,141,3,medium,M,62,2007,1
B,Ship,5,2,120,2,low,F,25,7382,1
A,Flight,5,3,275,3,low,F,24,6648,0
B,Flight,2,1,268,5,low,M,56,4991,1
C,Road,4,5,83,7,low,M,59,966,0
B,Ship,7,5,152,4,low,M,19,1458,1
F,Flight,6,5,196,3,medium,M,25,731,1
C,Flight,5,2,183,8,low,F,22,2288,1
B,Road,4,5,207,9,medium,M,63,6414,1
A,Flight,6,4,141,10,medium,M,13,7830,1
B,Flight,5,1,189,9,low,F,37,7027,1
A,Flight,4,3,192,3,low,F,39,1085,1
F,Flight,5,5,158,4,low,F,56,6502,0
B,Flight,4,2,216,2,low,M,29,6635,1
F,Road,7,3,152,2,medium,M,2,6159,1
C,Flight,3,2,113,7,high,M,54,2900,1
A,Flight,3,3,113,4,low,M,65,6562,1
C,Flight,2,3,64,5,medium,F,35,3490,0
A,Flight,6,1,235,9,low,M,52,6046,1
F,Ship,5,3,149,6,low,F,29,7447,1
D,Ship,5,4,116,7,high,M,53,598,0
B,Ship,4,4,50,10,high,M,31,5124,1
F,Ship,6,4,56,3,low,M,46,2410,1
A,Road,5,2,186,4,medium,F,31,1726,0
A,Ship,6,1,50,6,low,F,15,1687,0
A,Road,6,2,54,3,medium,M,64,1048,1
A,Ship,3,5,96,9,high,M,13,6789,1
B,Road,5,4,149,3,low,F,65,786,1
C,Ship,5,1,59,5,low,F,54,2518,0
D,Flight,2,4,51,4,high,M,43,5263,1
B,Ship,6,1,72,5,low,M,7,4660,0
A,Ship,4,2,152,5,low,M,57,2706,1
B,Ship,3,2,270,7,low,M,38,2663,1
F,Flight,2,4,233,10,medium,M,49,3611,0
A,Road,3,3,196,4,low,M,42,6271,0
D,Road,4,1,215,2,low,M,30,6591,0
A,Flight,2,5,96,9,high,M,63,5454,1
D,Ship,3,3,133,8,high,M,19,2830,0
D,Ship,4,2,253,3,low,F,1,2224,0
C,Ship,7,1,252,6,low,F,42,6241,0
C,Road,2,3,276,5,medium,F,39,5444,0
B,Road,4,5,229,10,low,M,57,999,0
B,Flight,2,3,98,5,medium,F,12,2188,0
D,Flight,5,5,248,6,medium,F,22,4177,1
A,Road,5,2,200,9,medium,F,25,859,0
F,Ship,3,1,296,4,high,F,38,5634,0
F,Ship,6,2,99,7,low,M,41,2413,1
A,Ship,7,1,66,7,low,F,31,4742,1
A,Ship,6,3,97,8,high,F,43,4663,1
C,Flight,4,2,170,10,low,M,39,4738,1
F,Flight,2,1,51,4,low,F,45,3566,0
D,Road,5,5,246,6,low,M,25,3800,1
B,Flight,6,1,239,6,medium,M,13,2306,0
C,Ship,5,2,134,6,medium,F,10,4074,1
F,Road,7,2,62,7,low,F,53,1108,1
A,Flight,4,3,110,2,low,M,7,7078,0
F,Flight,7,5,60,10,low,M,38,6656,0
D,Flight,7,1,265,4,high,F,14,1220,1
C,Flight,4,2,146,7,low,M,3,6598,0
A,Flight,2,1,76,5,high,M,64,558,1
D,Ship,7,4,296,8,medium,M,34,6638,1
B,Ship,6,5,84,9,low,M,5,6400,1
C,Ship,4,5,67,5,low,F,65,2092,1
D,Flight,4,4,262,7,low,F,52,5289,0
D,Road,5,5,117,8,low,F,22,2331,1
A,Ship,3,4,238,8,low,M,18,3671,0
B,Ship,7,1,90,10,low,F,12,7954,1
D,Flight,6,4,145,9,low,F,61,7592,0
C,Road,2,3,220,4,medium,F,7,768,0
D,Ship,7,4,226,5,low,F,61,3339,0
F,Ship,2,1,188,10,medium,M,55,4944,0
C,Road,5,5,116,8,low,F,37,996,1
C,Flight,7,3,228,8,low,M,14,5675,1
D,Road,2,4,101,2,medium,M,61,4897,0
A,Flight,7,1,168,3,medium,F,60,4466,1
C,Ship,4,3,134,2,low,M,45,1269,1
F,Road,7,3,220,5,high,M,33,3369,0
A,Road,6,3,235,5,medium,F,24,1091,1
A,Ship,7,4,255,6,medium,F,0,3047,0
A,Ship,2,1,119,6,low,M,14,7439,1
C,Flight,6,1,292,2,low,F,46,5453,0
A,Ship,2,1,294,8,low,M,37,7507,0
D,Ship,3,2,206,7,low,F,32,4784,1
A,Road,3,5,208,9,low,M,48,1885,1
F,Flight,6,1,288,5,medium,F,26,1719,0
B,Ship,3,2,77,2,low,F,51,2168,0
F,Road,3,2,156,4,high,M,11,6148,1
C,Ship,4,3,227,10,low,F,60,4743,1
A,Ship,2,5,85,8,low,F,36,2203,0
A,Ship,3,3,141,3,low,F,5,592,0
D,Ship,6,5,196,4,high,F,33,4044,1
A,Flight,4,3,244,3,medium,F,7,5189,1
F,Road,3,4,61,5,low,M,5,1929,1
C,Road,7,5,277,3,low,M,59,6440,0
B,Ship,6,2,265,5,high,F,25,5435,1
A,Road,2,2,125,8,medium,M,48,4251,1
B,Ship,7,5,73,9,low,F,17,1442,1
A,Road,3,3,114,7,low,M,13,3568,1
C,Flight,6,4,141,10,low,F,19,6619,1
F,Flight,7,4,129,7,medium,F,41,957,0
C,Road,6,1,198,4,low,F,64,4804,1
B,Ship,5,5,271,2,high,M,61,5153,1
A,Ship,7,4,147,10,medium,M,57,3939,1
B,Ship,6,3,75,4,low,M,15,6061,1
F,Ship,7,3,167,2,low,F,44,3783,1
C,Flight,5,2,212,3,low,F,38,7438,0
B,Ship,2,4,272,4,low,F,18,6183,1
B,Ship,2,4,129,9,medium,F,7,1808,1
F,Ship,4,3,107,9,low,M,23,5625,0
A,Ship,7,2,219,3,low,F,15,1671,1
B,Flight,5,4,206,7,low,M,12,5592,0
F,Road,6,3,206,3,low,F,29,3014,0
A,Road,4,2,186,8,low,M,12,2366,0
A,Ship,7,2,127,4,low,F,26,1123,1
C,Ship,4,3,170,9,medium,F,37,3162,1
F,Road,7,2,121,4,low,F,37,3593,0
A,Flight,2,2,51,7,low,M,50,934,0
C,Flight,6,1,252,2,low,F,22,7681,1
D,Flight,5,2,51,9,low,F,15,7645,1
F,Flight,2,4,160,8,medium,F,45,876,1
D,Flight,4,2,195,2,low,F,43,5113,1
A,Flight,3,4,118,8,medium,F,48,3848,1
F,Flight,4,3,171,6,medium,F,15,5427,0
C,Flight,3,2,234,3,medium,M,10,7429,0
A,Flight,7,3,248,2,high,M,25,5001,1
F,Ship,2,5,200,3,medium,M,14,4281,0
F,Flight,7,2,68,7,low,F,57,7274,0
D,Ship,5,3,68,3,low,F,17,3414,1
A,Road,6,5,235,7,medium,M,65,3753,0
C,Ship,3,4,161,9,low,F,29,2198,0
C,Road,6,4,260,9,low,M,30,2913,0
A,Ship,7,4,226,7,low,M,24,4896,1
A,Road,2,4,222,6,low,M,63,5099,1
B,Ship,2,4,281,5,medium,M,32,5288,0
D,Ship,7,1,77,7,low,F,2,7977,1
A,Road,7,3,124,6,low,M,17,2732,1
A,Flight,2,5,99,5,medium,F,51,3132,0
B,Flight,5,5,188,7,low,M,31,1603,1
B,Flight,3,2,104,10,low,M,48,3774,0
F,Flight,6,3,186,10,low,F,36,2595,1
C,Flight,4,1,191,9,medium,F,27,968,1
D,Ship,7,1,275,2,medium,F,31,2845,1
F,Flight,7,3,270,10,low,F,40,7946,0
A,Ship,2,4,162,6,low,M,35,5801,1
B,Road,6,4,198,4,high,F,8,7217,1
C,Flight,6,3,97,9,high,F,16,4269,1
F,Flight,5,5,107,9,medium,F,9,7584,0
C,Flight,3,4,246,10,medium,M,16,1223,1
B,Flight,5,2,274,3,medium,F,55,1348,0
F,Ship,5,1,186,5,low,M,10,2002,1
F,Ship,6,4,244,3,low,F,44,3559,1
C,Ship,3,5,255,7,medium,F,16,5445,1
B,Road,3,4,67,2,low,F,63,7440,0
A,Ship,3,4,61,4,low,M,54,7075,0
F,Flight,2,1,264,3,low,M,4,3219,0
A,Road,3,2,255,8,low,F,41,5669,0
B,Road,6,2,173,9,low,F,2,4205,1
F,Flight,2,5,65,3,medium,F,65,1313,0
F,Flight,4,3,214,10,low,M,59,2169,1
A,Flight,7,3,197,2,low,M,28,3896,0
D,Flight,5,3,69,3,medium,F,6,2976,0
A,Ship,3,5,192,4,medium,M,3,6336,1
A,Road,4,4,282,3,low,F,49,4748,1
D,Flight,3,2,74,2,medium,M,20,6994,1
B,Ship,5,2,194,9,low,M,8,1476,1
B,Flight,6,4,61,2,medium,M,59,3116,1
F,Ship,6,2,158,6,low,M,11,6797,0
C,Flight,5,2,219,7,low,M,55,2149,0
C,Flight,4,3,88,8,medium,F,4,5625,0
F,Flight,2,3,233,4,low,F,62,3155,0
C,Ship,7,1,230,8,low,M,26,4052,1
A,Flight,7,1,120,9,medium,M,48,1070,1
A,Ship,7,2,249,4,low,F,19,3015,0
D,Ship,2,3,265,6,medium,F,28,6626,0
D,Road,3,1,96,2,medium,M,35,5935,1
F,Ship,5,1,74,10,low,M,7,7678,1
F,Ship,5,3,262,9,medium,M,29,4130,0
F,Ship,2,1,227,4,medium,F,60,6439,1
A,Ship,4,4,167,5,low,F,0,2813,0
C,Ship,7,4,82,2,medium,M,34,4510,1
F,Road,5,3,251,2,medium,M,45,2202,1
F,Flight,6,3,263,7,low,M,17,1990,0
A,Road,6,1,260,7,medium,M,54,3029,0
A,Road,5,2,78,10,medium,M,30,4375,1
A,Flight,7,5,52,6,low,M,63,4971,1
C,Ship,7,4,88,4,low,M,19,1671,0
F,Flight,7,4,53,7,high,F,28,4641,1
B,Ship,4,3,214,9,low,F,42,568,0
B,Flight,6,2,144,8,low,M,54,6205,0
F,Road,4,3,183,4,medium,M,29,562,1
F,Ship,2,1,269,2,high,M,32,5779,1
F,Road,3,2,187,5,low,F,17,4763,1
F,Ship,7,1,61,7,medium,M,48,1179,0
C,Flight,2,4,287,5,low,F,52,6735,1
B,Flight,3,3,167,6,low,M,50,4496,0
D,Flight,6,3,115,8,high,F,9,5603,1
B,Flight,3,5,180,6,medium,M,64,7945,0
B,Flight,3,2,242,6,low,F,27,5564,0
A,Road,5,4,113,3,low,M,17,2869,0
F,Road,3,5,84,2,low,F,60,6336,1
F,Ship,5,5,201,5,low,F,8,3862,0
F,Road,3,3,224,9,low,M,59,526,0
A,Ship,5,2,161,4,low,M,25,1970,0
C,Ship,6,3,101,7,low,M,42,1900,1
C,Road,6,2,83,3,high,F,32,6289,1
D,Road,3,5,133,10,low,F,19,4624,1
C,Ship,4,1,129,10,low,F,15,1686,1
C,Road,6,4,271,5,low,M,31,5656,1
F,Road,2,5,160,9,medium,M,10,3558,0
B,Road,2,3,280,3,low,F,61,4082,1
C,Flight,5,4,202,3,medium,F,25,5261,1
C,Flight,4,5,246,7,high,M,0,5623,1
A,Ship,7,2,206,3,high,F,11,3158,1
D,Road,5,3,278,2,low,M,56,6525,0
A,Ship,3,5,141,3,high,F,49,2439,0
F,Road,6,2,241,3,low,F,18,5988,1
B,Flight,4,2,230,6,medium,M,4,4271,0
D,Road,5,2,235,7,low,M,30,2795,0
A,Road,5,4,90,4,low,F,21,5117,0
C,Road,2,3,136,9,low,F,65,1041,0
C,Flight,3,2,273,3,medium,F,3,2110,0
D,Flight,5,5,287,4,low,F,29,4227,1
C,Flight,2,2,100,5,medium,F,22,1914,1
A,Ship,4,3,175,6,medium,M,57,4713,1
A,Road,5,4,195,6,low,F,20,5514,0
C,Flight,7,2,90,7,high,F,53,2075,0
C,Ship,7,5,148,5,low,F,58,500,0
F,Flight,2,3,238,8,low,M,6,4896,1
B,Road,7,2,156,9,low,F,45,7418,0
D,Ship,3,4,73,5,medium,M,62,2929,1
A,Flight,6,1,96,10,high,F,38,796,1
D,Flight,7,5,77,7,medium,M,40,2871,0
F,Ship,4,2,85,9,low,M,31,4085,1
A,Ship,5,2,70,10,high,M,35,1796,0
F,Ship,2,1,233,2,low,F,2,7131,0
F,Ship,5,3,118,6,low,M,55,1916,1
C,Ship,6,1,203,8,low,M,12,6270,1
D,Flight,5,3,291,3,high,M,48,1823,0
D,Ship,5,2,231,8,low,F,46,7238,1
C,Ship,2,1,264,8,medium,M,23,1963,1
D,Road,6,2,93,4,low,F,39,578,0
C,Flight,4,1,210,10,medium,F,23,2222,0
A,Road,2,2,203,8,low,M,56,6831,0
F,Flight,6,2,170,6,high,F,23,7595,1
F,Flight,6,2,199,8,low,M,62,3189,1
D,Flight,5,4,197,8,low,M,18,4597,0
B,Ship,3,1,51,7,low,F,61,1583,1
F,Road,3,4,90,5,medium,F,29,3975,1
C,Flight,4,2,103,9,low,F,64,6765,1
B,Flight,5,5,234,3,low,F,1,7562,1
B,Flight,3,3,195,9,low,F,5,7749,1
F,Road,2,1,182,6,low,F,63,3217,0
F,Flight,4,1,295,8,medium,M,9,4296,1
F,Road,5,3,273,4,high,F,23,5911,1
C,Road,7,4,95,8,high,F,2,7785,1
B,Ship,2,3,124,10,medium,F,46,7222,1
D,Flight,3,5,198,8,low,M,46,2692,0
C,Flight,3,2,199,2,medium,M,55,4491,0
A,Road,3,3,52,10,medium,F,52,2521,1
F,Road,3,3,58,8,low,F,49,3511,0
B,Ship,6,2,51,3,low,M,15,1684,0
C,Flight,7,1,287,6,low,M,3,5676,0
A,Road,4,5,77,3,high,M,10,1749,0
C,Flight,4,3,83,8,low,M,23,7456,0
C,Flight,3,3,230,10,high,M,30,681,0
